agent_ref,parent_agent_ref,depth,child_count,safe_role_category,source_projection_disposition,nickname_metadata_present,communication_metadata_present,tool_activity_metadata_present,task_activity_metadata_present,final_answer_payload_preserved,model_provider_metadata_present,actual_model_identity_preserved,assignment_payload_preserved,task_turns_started,task_turns_completed,turns_aborted,error_markers,terminal_evidence,usefulness_or_acceptance
agent-0599,agent-0598,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0600,agent-0598,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0601,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,1,2,0,task-complete-observed,unknown
agent-0602,agent-0601,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0603,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0604,agent-0603,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,9,9,0,0,task-complete-observed,unknown
agent-0605,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0606,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,0,2,0,turn-aborted-without-completion,unknown
agent-0607,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0608,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0609,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0610,agent-0609,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0611,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0612,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0613,agent-0612,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,25,25,0,0,task-complete-observed,unknown
agent-0614,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0615,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,4,0,0,task-complete-observed,unknown
agent-0616,agent-0615,2,0,metadata-unavailable,captured,False,False,True,True,False,True,False,False,80,80,0,0,task-complete-observed,unknown
agent-0617,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,7,7,0,0,task-complete-observed,unknown
agent-0618,agent-0617,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0619,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0620,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0621,agent-0620,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0622,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0623,agent-0622,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0624,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,40,41,0,0,task-complete-observed,unknown
agent-0625,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0626,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0627,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,2,1,0,task-complete-observed,unknown
agent-0628,agent-0627,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0629,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0630,agent-0629,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0631,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0632,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0633,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,6,7,0,0,task-complete-observed,unknown
agent-0634,agent-0633,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,8,8,0,0,task-complete-observed,unknown
agent-0635,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,4,4,1,0,task-complete-observed,unknown
agent-0636,agent-0635,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0637,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,1,0,task-complete-observed,unknown
agent-0638,agent-0637,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,33,33,0,0,task-complete-observed,unknown
agent-0639,agent-0637,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,3,1,0,task-complete-observed,unknown
agent-0640,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0641,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,False,True,False,True,False,False,1,0,1,0,turn-aborted-without-completion,unknown
agent-0642,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0643,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0644,agent-0643,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,7,7,0,0,task-complete-observed,unknown
agent-0645,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0646,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,2,1,0,task-complete-observed,unknown
agent-0647,agent-0646,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0648,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0649,agent-0648,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,46,46,0,0,task-complete-observed,unknown
agent-0650,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,3,1,0,task-complete-observed,unknown
agent-0651,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,1,1,0,task-complete-observed,unknown
agent-0652,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0653,agent-0652,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,56,56,0,0,task-complete-observed,unknown
agent-0654,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0655,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0656,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0657,agent-0656,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,20,20,0,0,task-complete-observed,unknown
agent-0658,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0659,agent-0658,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0660,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0661,agent-0660,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0662,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0663,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,4,0,0,task-complete-observed,unknown
agent-0664,agent-0663,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0665,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,5,0,0,task-complete-observed,unknown
agent-0666,agent-0665,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0667,agent-0665,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,5,4,0,0,task-complete-observed,unknown
agent-0668,agent-0663,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0669,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,16,16,0,0,task-complete-observed,unknown
agent-0670,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,0,1,0,turn-aborted-without-completion,unknown
agent-0671,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,0,1,0,turn-aborted-without-completion,unknown
agent-0672,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0673,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0674,agent-0672,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,1,0,0,task-complete-observed,unknown
agent-0675,agent-0673,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0676,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,12,12,0,0,task-complete-observed,unknown
agent-0677,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,12,12,0,0,task-complete-observed,unknown
agent-0678,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,28,28,0,0,task-complete-observed,unknown
agent-0679,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0680,agent-0679,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0681,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0682,agent-0681,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0683,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0684,agent-0683,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0685,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,26,26,0,0,task-complete-observed,unknown
agent-0686,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,16,16,0,0,task-complete-observed,unknown
agent-0687,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0688,agent-0687,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0689,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0690,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0691,agent-0690,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0692,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0693,agent-0689,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,7,7,0,0,task-complete-observed,unknown
agent-0694,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0695,agent-0694,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0696,agent-0692,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0697,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,10,10,0,0,task-complete-observed,unknown
agent-0698,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0699,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0700,agent-0698,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0701,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0702,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,23,23,0,0,task-complete-observed,unknown
agent-0703,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,2,1,1,0,task-complete-observed,unknown
agent-0704,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0705,agent-0703,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,3,0,0,task-complete-observed,unknown
agent-0706,agent-0703,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0707,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0708,agent-0707,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0709,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0710,agent-0001,1,4,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,6,7,0,0,task-complete-observed,unknown
agent-0711,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0712,agent-0711,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,10,10,0,0,task-complete-observed,unknown
agent-0713,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0714,agent-0001,1,3,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,4,0,0,task-complete-observed,unknown
agent-0715,agent-0710,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0716,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,21,21,0,0,task-complete-observed,unknown
agent-0717,agent-0714,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,20,20,0,0,task-complete-observed,unknown
agent-0718,agent-0710,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,7,7,0,0,task-complete-observed,unknown
agent-0719,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0720,agent-0719,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0721,agent-0714,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,45,45,0,0,task-complete-observed,unknown
agent-0722,agent-0710,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,13,13,0,0,task-complete-observed,unknown
agent-0723,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,30,30,0,0,task-complete-observed,unknown
agent-0724,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0725,agent-0714,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0726,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0727,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0728,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,24,24,0,0,task-complete-observed,unknown
agent-0729,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,25,25,0,0,task-complete-observed,unknown
agent-0730,agent-0710,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0731,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,18,18,0,0,task-complete-observed,unknown
agent-0732,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0733,agent-0732,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0734,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,1,0,task-complete-observed,unknown
agent-0735,agent-0734,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0736,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,17,17,0,0,task-complete-observed,unknown
agent-0737,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,13,13,0,0,task-complete-observed,unknown
agent-0738,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0739,agent-0738,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0740,agent-0732,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0741,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0742,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0743,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,20,20,0,0,task-complete-observed,unknown
agent-0744,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,31,31,0,0,task-complete-observed,unknown
agent-0745,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,16,16,0,0,task-complete-observed,unknown
agent-0746,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,8,8,0,0,task-complete-observed,unknown
agent-0747,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,21,21,0,0,task-complete-observed,unknown
agent-0748,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,38,38,0,0,task-complete-observed,unknown
agent-0749,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0750,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0751,agent-0750,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0752,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0753,agent-0752,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0754,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,32,32,0,0,task-complete-observed,unknown
agent-0755,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0756,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0757,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0758,agent-0757,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0759,agent-0756,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0760,agent-0755,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,6,6,0,0,task-complete-observed,unknown
agent-0761,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,10,10,0,0,task-complete-observed,unknown
agent-0762,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0763,agent-0762,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0764,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,20,20,0,0,task-complete-observed,unknown
agent-0765,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0766,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,9,9,0,0,task-complete-observed,unknown
agent-0767,agent-0766,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0768,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,6,6,0,0,task-complete-observed,unknown
agent-0769,agent-0768,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0770,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0771,agent-0770,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0772,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,7,7,0,0,task-complete-observed,unknown
agent-0773,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,19,19,0,0,task-complete-observed,unknown
agent-0774,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,29,29,0,0,task-complete-observed,unknown
agent-0775,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,16,16,0,0,task-complete-observed,unknown
agent-0776,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0777,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0778,agent-0777,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0779,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0780,agent-0779,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0781,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,14,14,0,0,task-complete-observed,unknown
agent-0782,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0783,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0784,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0785,agent-0784,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0786,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,17,17,0,0,task-complete-observed,unknown
agent-0787,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0788,agent-0787,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0789,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0790,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0791,agent-0790,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0792,agent-0789,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0793,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0794,agent-0793,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0795,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0796,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,18,18,0,0,task-complete-observed,unknown
agent-0797,agent-0795,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0798,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0799,agent-0798,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0800,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,14,14,0,0,task-complete-observed,unknown
agent-0801,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0802,agent-0801,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,8,8,0,0,task-complete-observed,unknown
agent-0803,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
